,loss_plot,test_loss_plot,name,bleu1,bleu2,bleu3,bleu4
0,1.3195421695709229,1.1184202432632446,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
1,1.0303319692611694,1.0414358377456665,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
2,0.9390751719474792,1.0227961540222168,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
3,0.8773832321166992,1.013121485710144,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
4,0.8282899856567383,1.0184317827224731,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
5,0.7809998393058777,1.0258198976516724,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
6,0.7390697002410889,1.0377023220062256,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
7,0.7022172808647156,1.0527526140213013,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
8,0.6694715619087219,1.0717906951904297,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
9,0.6402460336685181,1.0912803411483765,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
10,0.6125193238258362,1.110345721244812,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
11,0.5870302319526672,1.1353145837783813,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
12,0.5646061301231384,1.1645252704620361,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
13,0.5439131259918213,1.182558298110962,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
14,0.5244063138961792,1.2019647359848022,batch_64_lr_0.001_embedding_dim_128_lr_decay_factor_0.9,0.5971094254781577,0.41368954504257266,0.5153458656549998,0.5444460596606694
