,loss_plot,test_loss_plot,name,bleu1,bleu2,bleu3,bleu4
0,1.3167474269866943,1.1098889112472534,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
1,1.0162729024887085,1.029119610786438,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
2,0.9192966222763062,1.008542537689209,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
3,0.8525220155715942,1.00644850730896,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
4,0.7985110282897949,1.0157666206359863,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
5,0.7148007154464722,1.0314538478851318,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
6,0.6580027937889099,1.0454703569412231,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
7,0.6242700815200806,1.0573192834854126,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
8,0.6059700846672058,1.0653443336486816,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
9,0.5964571833610535,1.0694522857666016,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
10,0.5915512442588806,1.0709353685379028,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
11,0.5890711545944214,1.070893406867981,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
12,0.5877578258514404,1.0714383125305176,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
13,0.5870808959007263,1.070992350578308,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
14,0.5866947174072266,1.0710515975952148,batch_64_lr_0.001_embedding_dim_256_lr_decay_factor_0.5,0.35826565528689464,0.2265870956238665,0.3591163453538014,0.40293516672844226
